Token,Frequency
مبلغی,2192
کدوم,2190
تخت,2189
دریاچه,2187
بزرگترین,2183
مرز,2183
شمسی,2179
استرالیا,2177
تدوین,2173
احتمال,2173
قرمز,2170
مطالعات,2169
حیات,2169
نقاشی,2167
مهم‌ترین,2166
خداحافظی,2166
گذاشت,2165
چگونگی,2164
جانبازان,2163
فی,2162
تصاویر,2159
برایم,2158
جنسی,2157
مهمی,2155
آبان,2152
شویم,2151
خوانندگان,2150
Oracle,2150
رای,2148
همانند,2147
سکونت,2147
سلطنت,2144
مبارزه,2143
بیت,2142
احترام,2140
هفتم,2139
کلیدی,2138
آسفالت,2138
بازیکنان,2136
خواست,2136
مشاوره,2136
تفسیر,2135
تئاتر,2133
معین,2133
رایانه,2131
طولانی,2128
ترانه,2127
Git,2120
Postfix,2120
عبارتند,2116
اکبر,2114
نهاد,2114
هوای,2113
تک,2113
متحد,2112
کاخ,2111
Apache,2110
Ansible,2110
MSSQL,2110
کمونیست,2109
تدریس,2108
فاضلاب,2108
سوال,2101
دادگاه,2100
نهایت,2100
Key,2100
بافت,2099
فردی,2098
رسیدن,2096
خالی,2093
لینک,2092
نام‌های,2087
تفکیک,2087
محسن,2086
نفوذ,2086
بارها,2084
رسانی,2080
بهتره,2080
پسوورد,2080
نگه,2079
خداحافظ,2077
اشعار,2075
گلستان,2073
مؤثر,2073
ساعات,2072
گیلان,2071
تلفنی,2069
پیشه,2068
تقریباً,2066
پیرامون,2064
پکیج,2064
شیر,2060
آفریقا,2056
دیگران,2055
حداقل,2055
بنابر,2054
عکس,2054
جاری,2054
واقعی,2052
مصنوعی,2051
Podها,2050
اتاق,2048
نماینده,2047
پلتفرم,2047
دورهٔ,2043
رایج,2043
اینجا,2043
کلاستر,2040
برام,2036
آزمایش,2035
کردید,2035
ارشد,2034
مسعود,2033
اصطلاح,2033
گرفته‌است,2031
فیزیکی,2028
موسوی,2027
اعدام,2024
حاکم,2024
ماهانه,2024
هستش,2020
کنسل,2020
چکار,2020
میتونم,2020
منصرف,2019
نامزد,2018
اسفند,2018
مشاهیر,2017
آورده,2015
متوسط,2015
کردستان,2011
میده,2010
تصویب,2008
گردش,2008
میراث,2007
بیمارستان,2005
ندارند,2001
1401,2000
دیتابیسم,2000
یکسان,1998
می‌دانند,1996
نسل,1995
ضمن,1994
روح,1992
شاید,1991
ال,1990
ConfigMap,1990
سند,1989
نکات,1989
دانلود,1985
داشته‌است,1983
جزو,1983
دانشنامه,1982
نوشت,1981
PodSecurityPolicy,1980
سیستان,1979
جو,1976
صلح,1975
بازیکن,1975
آمریکای,1974
زمینی,1974
بلوک,1972
کمیته,1971
سینمای,1971
بحث,1971
احمدی,1970
NiFi,1970
RDB,1970
فعالیت‌های,1969
همواره,1969
نواحی,1967
اعتماد,1967
زده,1965
تربیت,1964
تگزاس,1964
ملیت,1964
سراسر,1964
توصیف,1964
مدرن,1963
عمرانی,1963
انگلیس,1962
اوضاع,1962
کجاست,1962
Graylog,1960
موثر,1959
می‌یابد,1958
مسلمان,1957
احساس,1952
مهمترین,1951
زنگ,1951
مایکل,1949
علاقه,1949
فشرده,1949
نوری,1943
هسته‌ای,1942
NetworkPolicy,1940
فرودگاه,1937
عناصر,1932
نمایند,1932
هسته,1931
همدان,1927
گیاه,1926
دشت,1925
گیتاشناسی,1923
اخذ,1923
دبیرستان,1922
قصد,1921
سلامت,1921
طلایی,1920
Quota,1920
شاخه,1919
موج,1918
ببرم,1918
مذهب,1917
مکانی,1912
LimitRange,1910
HPA,1910
StorageClass,1910
سومین,1909
يك,1909
خشک,1908
اقیانوس,1907
‌های,1906
سادگی,1906
گشت,1905
ساختن,1904
نویسی,1903
شهرها,1901
خطر,1901
پرینت,1900
تونین,1900
هری,1898
پیامبر,1897
محاسبات,1895
دفاتر,1893
خریداری,1892
پاکستان,1890
tablename,1890
HY000,1890
کرمانشاه,1889
لباس,1888
زیست,1886
نداشت,1885
ارتباطی,1883
قطعه,1882
بوجود,1879
جوانان,1878
درک,1878
اراضی,1878
نصف‌النهار,1877
ویلیام,1876
پنل,1873
بند,1872
قانونی,1872
ماکسیموم,1870
آشنا,1869
صندوق,1865
خواهند,1864
خواهید,1862
یابد,1861
Resource,1860
جعفر,1858
عواملی,1858
مازندران,1857
نقص,1857
افزارهای,1856
سلسله,1855
مقادیر,1855
ورزش,1854
بنای,1853
واکنش,1853
ضبط,1852
بگیرید,1852
آرامگاه,1850
ریزی,1848
داریوش,1847
تمدن,1847
ماند,1847
باد,1840
Zookeeper,1840
سوره,1839
ادب,1832
آل,1829
صادق,1828
جیمز,1826
تابستان,1822
پایانی,1821
کشورها,1819
خبری,1818
می‌گیرند,1817
طبیعت,1817
رفتار,1817
تجارت,1817
پوست,1816
قفل,1812
روزی,1809
راهنمای,1809
نيز,1806
آری,1806
روال,1805
کهن,1804
محلات,1803
محتوای,1801
پیمانکاری,1800
اومده,1800
تسویه,1797
بلوچستان,1796
جذب,1795
ژاپنی,1794
سعی,1794
نادرست,1794
قطب,1791
مالک,1791
هوش,1787
اسید,1786
عهد,1785
پیمان,1785
جزایر,1784
کرایه,1784
نمیشه,1783
برگزیده,1782
قوی,1782
اهداف,1781
می‌پردازد,1777
اشیاء,1777
کنون,1776
آمده‌است,1775
خداوند,1775
مشتری,1775
ایفا,1774
دهخدا,1773
عمان,1771
دیدگاه,1770
اخبار,1768
اروپایی,1764
چینی,1762
بختیاری,1762
خسرو,1761
کوخرد,1761
لبنان,1761
گویش,1758
هواپیما,1757
آقا,1757
ره,1757
تابستانی,1756
افرادی,1756
گام,1755
پارسی,1752
آرام,1750
داشبوردهای,1750
دربارهٔ,1747
دانشگاهی,1745
نیستند,1745
نما,1745
به‌عنوان,1744
ندارم,1741
گذاشته,1739
نیازمند,1739
افتاده,1735
کودک,1734
صحنه,1734
دلایل,1733
روزه,1733
پیشرفته,1732
بدیم,1730
حافظ,1729
درد,1729
جی,1728
کلاسیک,1726
دمای,1725
رقص,1723
بودجه,1723
سرمایه,1722
سرد,1720
هشتم,1720
نوبل,1720
فرق,1719
دیوان,1713
لاتین,1712
کشت,1710
سابقه,1710
IP,1710
سینمایی,1708
گنبد,1708
تکنولوژی,1708
درج,1708
سپری,1705
پلیس,1704
فتح,1704
اتصالات,1704
قلب,1703
پدیای,1702
مسیح,1701
بازداشت,1700
تشریح,1700
سپاسگزارم,1700
ServiceAccount,1700
نحوی,1699
درمانی,1698
هرات,1698
قسمتی,1698
وقوع,1695
حرفه‌ای,1694
کابل,1693
فروردین,1692
آنرا,1690
دلیلش,1690
آسمان,1689
اوبونتو,1688
گذشت,1686
متغیر,1685
دعوت,1684
رییس,1684
نهصد,1681
موسی,1679
رایانه‌ای,1679
شیرین,1678
نیازهای,1677
شی,1676
سرورها,1676
شیمی,1674
خطی,1673
آسیب,1672
شخصیت‌های,1671
دهندگان,1671
مسابقه,1670
جانوران,1668
پسورد,1667
میاد,1665
كرد,1664
لقب,1664
چراغ,1661
ویکی‌پدیا,1659
هنرمندان,1658
برگ,1657
گونه‌ای,1656
اشکال,1656
الزامی,1656
نشریه,1654
تغییراتی,1652
حین,1651
شهروند,1651
معادل,1650
حضرت,1649
بخیر,1649
سازهای,1648
سریال,1647
باور,1646
عملی,1645
گردشگری,1644
مکتب,1643
الگوریتم,1643
نشانه,1643
کشیده,1642
دستی,1641
طلا,1640
منقضی,1640
فاکتور,1639
سقوط,1638
ارگان,1638
فروشگاه,1637
رم,1635
شاخص,1634
کاملاً,1633
دانشجو,1633
جایگزین,1633
غار,1632
سطوح,1630
لینوکس,1630
مواقعی,1630
برگزاری,1628
روسی,1627
پدید,1627
ظهور,1622
بگیریم,1622
انتظار,1621
اتمی,1620
مکانیک,1618
خواجه,1614
مقالات,1614
خوزستان,1613
اجرایی,1613
بهرام,1612
گران,1612
میانی,1610
همینه,1610
مصطفی,1608
تحقیق,1607
هنرهای,1607
محمدعلی,1606
هاشمی,1605
سنگی,1605
امامزاده,1604
دانشمندان,1604
جواب,1603
نقد,1601
روشنایی,1600
پونصد,1600
بلدی,1600
وساز,1600
etc,1600
تقدیر,1596
بستر,1592
بیرونی,1591
تأمین,1591
راهکار,1591
ریاضیات,1589
نحو,1589
آلات,1589
تام,1588
زمستان,1586
بوده‌اند,1585
ناخالص,1582
نمی‌شود,1580
مجمع,1580
آمدن,1579
مجبور,1579
نود,1579
جستجوی,1577
جنگی,1576
امروزی,1575
اطلس,1574
شناخت,1573
هویت,1572
فلسطین,1570
جنس,1568
مدار,1568
آواز,1568
جداول,1568
جوری,1568
همهٔ,1566
شبکه‌های,1565
ساسانی,1565
نامی,1565
لامپ,1565
زادهٔ,1564
مجموع,1564
تاخیر,1563
بالاترین,1562
هیئت,1560
موردی,1560
پژوهشی,1559
اعتقاد,1559
کانال,1559
کلیه,1559
بومی,1557
رساند,1555
گردیده,1555
تعاونی,1555
واریز,1555
کنگره,1554
کودکی,1554
عین,1553
سفارشی,1552
هستید,1550
جنگل,1549
مشکلی,1548
پرسپولیس,1547
قزوین,1546
الف,1544
یهودی,1543
چیزهایی,1543
تکنیک,1542
تأثیری,1541
برقی,1540
کانفیگ,1540
زرد,1539
رشته‌های,1538
پرندگان,1537
عضویت,1536
ب,1536
فضا,1534
خواندن,1534
فیلتر,1533
کوچکی,1531
پاسخگویی,1531
رابرت,1530
منحصر,1530
دادید,1530
اسب,1529
پای,1528
مثبت,1528
اقدامات,1528
زیبایی,1525
سنی,1524
افتاد,1522
نداشته,1522
روایت,1521
شصت,1521
فرماندهی,1519
سرای,1519
بازنشستگان,1519
صفوی,1518
شهرستان‌های,1518
پرویز,1517
خواهر,1517
مبنای,1517
دیوید,1516
مختصات,1515
اتمام,1515
یهودیان,1513
معمولی,1513
پیوست,1512
مجموعه‌ای,1510
واز,1510
10,1510
خاندان,1509
نماز,1509
مهندس,1509
بیستم,1508
امن,1508
آنتن,1508
راهکارهایی,1508
قوم,1507
اثبات,1506
بالاتر,1506
بالغ,1504
دیوار,1502
میلیارد,1500
اف,1499
آوردن,1498
يک,1496
تقویت,1495
هلند,1493
گرفتند,1493
بعنوان,1493
مایکروسافت,1493
ارزیابی,1493
فلکی,1491
آفتاب,1490
دبی,1489
تری,1488
چوب,1487
حفاری,1487
مشروطه,1486
نوین,1486
پلاگین,1486
مخالفت,1485
عثمانی,1484
صبح,1482
معاون,1478
معتقد,1478
پرنده,1475
پیچیده,1475
کتابی,1472
میتونی,1470
بقیه,1469
فیلدهای,1469
جبهه,1468
یزد,1467
زد,1467
احداث,1466
کریم,1466
ناصر,1465
فرار,1463
گیاهی,1462
منابعی,1462
محور,1461
بنی,1456
باران,1456
اگرچه,1456
پنجشنبه,1456
مرتضی,1455
اقوام,1455
قطعات,1455
دستگیر,1454
متعدد,1454
بارهای,1454
گرد,1453
تصرف,1451
ورزشگاه,1451
کارکرد,1451
Namespace,1450
شاهنامه,1449
فرمانده,1448
مسیحی,1448
دانست,1447
هفتاد,1446
منطقه‌ای,1444
ابتدایی,1444
چهارصد,1443
مادرش,1440
شکایتی,1439
ساحل,1438
معمول,1437
هشدار,1437
عنصر,1436
اضافی,1435
مغز,1432
توقف,1431
اپلیکیشنم,1430
است‌,1429
نجات,1428
متعددی,1428
پرچم,1427
میل,1427
بهداشت,1425
بردن,1425
پیر,1422
تعلیق,1422
بازسازی,1420
تهیه‌کننده,1419
پیوسته,1419
نامگذاری,1415
موشک,1414
غیره,1414
ستارگان,1413
عبارت‌اند,1413
می‌برد,1412
شیرازی,1412
نرم‌افزار,1412
تونیم,1410
هواپیمای,1409
حاوی,1408
ببینید,1407
خبرنگاران,1407
مطابق,1406
دربار,1405
کبیر,1402
مسئولیت,1402
مؤسسه,1401
۱۸۸۸,1400
کانتینرها,1400
ولسوالی,1399
مترجم,1399
مفاهیم,1399
تعطیل,1399
تره,1398
ایالتی,1397
خلاف,1396
وضع,1395
یافتن,1393
عام,1392
اطلاق,1392
پستی,1392
جستجو,1391
کاتالوگ,1391
مستعار,1390
تصادف,1389
برقراری,1388
دیدنی,1386
جمعه,1385
پیشینه,1385
ابعاد,1384
بالایی,1384
مرحوم,1383
ریچارد,1383
سوئد,1382
خارجه,1382
گویند,1382
خانم,1382
هشدارها,1381
چهره,1380
دلخواه,1380
عالم,1379
ارمنستان,1379
آنلاین,1379
قلم,1378
نسخهٔ,1378
اشغال,1378
مرتب,1376
اجباری,1376
می‌شدند,1375
دارو,1373
اندیشه,1373
آذین,1371
مین,1370
خلوت,1370
42000,1370
مدرک,1369
غذایی,1369
روش‌های,1367
نوازنده,1366
ودر,1366
اردبیل,1366
وقایع,1365
تغذیه,1363
حیاط,1363
محاسباتی,1362
افزودن,1362
سازد,1360
بدهکار,1360
abriment,1360
IIS,1360
TNS,1360
سردار,1359
جلو,1359
مخالف,1358
دلیلی,1358
تیره,1355
کانون,1355
دم,1355
بگیرد,1354
بکارگیری,1352
چاه,1351
خلاصه,1351
فروشی,1350
نیامده,1350
عبورم,1350
of,1350
ژان,1349
برآورد,1349
پایش,1348
موانع,1347
محکوم,1346
معنایی,1346
شریف,1344
جکسون,1343
سلول,1343
پایانه,1343
مناسبی,1342
مراجع,1341
اسپیس,1341
پژوهش,1337
فیلمی,1336
دروازه,1335
نماد,1334
نکته,1334
نقلیه,1334
نهم,1333
جوانی,1333
وظایف,1332
سوریه,1329
سلیمان,1329
بغداد,1327
هرگز,1327
هشتصد,1327
مایل,1326
فیلد,1326
ویژگی‌های,1325
مبتنی,1325
خلافی,1325
میشود,1324
سبد,1324
گری,1322
اوج,1322
نوار,1321
گم,1321
زیرنویس,1320
چای,1319
کاتولیک,1319
جزء,1319
قبیل,1319
گیرند,1319
قبلا,1318
لوگوی,1318
فردوسی,1317
متشکرم,1316
وکالت,1315
آسیای,1313
بتواند,1313
تونه,1313
مثلاً,1311
لرستان,1309
یی,1309
آیین,1308
سلطنتی,1307
ناموفق,1307
مانع,1306
تورهای,1306
جدی,1305
قول,1302
سبزوار,1301
آگاه,1301
تأیید,1301
بهتری,1301
رهبران,1300
شیعیان,1300
تخلفاتی,1300
Service,1300
غذا,1298
سیمرغ,1297
شغل,1296
صفحات,1296
کمال,1295
دائمی,1295
کوهستانی,1294
جمشید,1293
واجد,1293
استادان,1292
کارخانه,1292
محوطه,1291
آدرس,1291
می‌داند,1290
رشت,1290
فلسفی,1290
سیر,1290
Access,1290
گونه‌های,1289
دویست,1289
بازرگانی,1288
تالار,1288
روزگار,1287
سخنرانی,1286
صف,1284
میزبانی,1284
ایندکس,1283
کافیست,1282
یوسف,1280
عیسی,1280
قطر,1280
بازنشسته,1280
پولم,1280
آبجکت,1280
FATAL,1280
داده‌است,1279
نگارش,1279
بزرگان,1278
سیستم‌های,1278
نمودند,1277
ع,1276
متروکه,1276
علیا,1275
هرچند,1274
ديگر,1273
خصوصیات,1273
مردی,1272
منطق,1272
امپراتور,1271
واژهٔ,1271
معتادان,1271
ملا,1270
احمدی‌نژاد,1270
ثانیه,1269
مردمان,1268
علیرضا,1268
حاجی,1268
پاتر,1268
صوتی,1268
ایل,1267
کارمندان,1267
برگرفته,1266
باره,1266
منطقی,1266
تمرکز,1266
فیش,1266
کس,1265
چنان,1264
کوه‌های,1264
پور,1264
مخفی,1264
حالا,1264
لا,1263
اقامت,1263
اختلال,1263
جسم,1262
داستان‌های,1260
توضیحات,1260
معلولین,1260
سیکلت,1260
عصبی,1259
ملت,1258
جغرافیای,1257
بنیان,1257
انقلابی,1257
پذیرد,1257
حمام,1256
ضرب,1255
مد,1255
اید,1254
آهنگساز,1252
بیمار,1251
مبنی,1251
تشعشعات,1250
عباسی,1249
احتیاج,1249
دانشجویی,1248
درس,1246
هندوستان,1244
داده‌ها,1243
ِ,1243
صدر,1243
عبری,1243
چهارمین,1243
عقب,1243
انتهای,1243
والدین,1242
سرود,1241
توپ,1241
خواص,1241
می‌داد,1240
بارکد,1240
حملات,1239
آگاهی,1239
شهروندان,1239
بفرستید,1239
هندی,1237
اردشیر,1236
آشنایی,1233
پرتاب,1232
درختان,1230
not,1230
constraint_name,1230
Active,1230
Directory,1230
معلم,1229
خاتمی,1228
اداری,1228
امارات,1227
پذیرش,1227
سقف,1227
مقامات,1226
فایده,1226
مصاحبه,1225
می‌نویسد,1225
بابل,1225
بهشت,1225
مشتریان,1225
رمزگذاری,1225
اتوماتیک,1223
تقریبا,1222
صحت,1221
HTTPS,1220
EXPLAIN,1220
سکرت,1220
متمایز,1219
باشیم,1219
تاج,1218
نامناسب,1216
شئونات,1216
بدهم,1215
دودمان,1214
رژیم,1214
شرکت‌های,1212
میر,1212
اعظم,1211
آی,1211
ذهن,1210
ساکنان,1210
گذارد,1210
گفتید,1210
اتوبوسرانی,1209
سازگار,1206
می‌روند,1205
برندگان,1204
مشارکت,1204
عظیم,1204
اعراب,1203
ات,1203
هشدارهای,1203
فرا,1201
ذرات,1200
پیدایش,1200
همراهی,1200
۲۰,1200
آژانسی,1200
پارکبان,1200
غیراساسی,1200
فنیم,1200
قولنامه,1200
ارزاق,1200
ممنونم,1200
شبا,1200
transaction,1200
زنجان,1198
موقت,1198
آسان,1198
دارا,1197
روحانی,1196
فاطمه,1195
قاضی,1195
وسیع,1195
خواب,1194
می‌آورد,1194
حلقه,1193
حومه,1192
ابتدای,1190
تک‌آهنگ,1190
